Unnamed: 0,ID,prompt,response,label,augment_type
4925.0,5f96a59a6f07fc0104cc14c7,reduce air pollution in cities.,develop a centric infrastructure based on buses and bicycles,0,
,611e53d0d2e7525b1cd1fe7d,help people with mobility impairments navigate stairs.,castle,1,didnt understand different dataset
3095.0,5fa9442d6506e906da475176,improve the efficiency of public transportation systems.,More staff motivation,0,
5098.0,60fd0961e13d31d817638b25,reduce air pollution in cities.,Implementing more green energy,0,
6908.0,5e4adb14496ba70319c891a3,reduce the environmental impact of air travel.,"Optimize airplane routes in real time vs wind, etc",0,
1113.0,5efcd2d9a838400da7dfd659,help people with hearing impairments participate in group conversations.,"Create a speech to text device, so the user can read what the other person said",0,
6562.0,606241e3171463f6c3440f9e,reduce the carbon footprint of office buildings.,Better insulation to reduce the need of AC,0,
,601bbb6343f342598bbb38ea,help people with hearing impairments participate in group conversations.,Sign language trai,1,strip
2235.0,60f40807806ac8d2612f6a99,help people with speech impairments communicate effectively.,Educational programs that teach tolerance of those with speech impairments,0,
5536.0,60bcc3fb31c7cbb2f165ca2a,reduce the amount of litter in public spaces and promote waste reduction and recycling.,fines for littering,0,
,60da7907f703c1b473bdc28f,increase the use of renewable energy sources.,wape energy harvesting,1,mispell
4929.0,5f96a59a6f07fc0104cc14c7,reduce air pollution in cities.,delivery system for goods,0,
,60e9ea97d19e613e60a994da,help people with speech impairments communicate effectively.,talk s,1,strip
5238.0,6175344a14bb4601fc9a16a9,reduce air pollution in cities.,re-use industrial byproducts like fly ash as sustainable materials in the construction industry,0,
,5fa9442d6506e906da475176,help people with mobility impairments navigate stairs.,"Not sure, lol.",1,dont know
5263.0,6400c176195e0363ae8f6e1f,reduce air pollution in cities.,Green energy,0,
5747.0,63e60f40643623a5029f1e2b,reduce the amount of litter in public spaces and promote waste reduction and recycling.,tipping people for using the wastebin,0,
6224.0,61671c6dc5d5587bdaf08989,reduce the amount of single-use plastic packaging used in retail products.,use material bags,0,
,606e2c6d64e3ba353fb68bd5,help people with speech impairments communicate effectively.,eyT trackivg,1,mispell
,600313fd4a113e381296a3db,reduce air pollution in cities.,Dog toy,1,didnt understand different dataset
6722.0,6175344a14bb4601fc9a16a9,reduce the carbon footprint of office buildings.,use indigenous materials like cow dung ash,0,
,5fd4c59b725c112620651fd3,increase the use of renewable energy sources.,promotgon,1,mispell
,5edf844ec97eaa241a0b287a,reduce the environmental impact of air travel.,Build a house,1,didnt understand different dataset
,60e81f55f82821a07f11d29f,reduce the carbon footprint of office buildings.,ignitrons nonabstaining fatagaga reglossed initiatives,1,random multi word
,5e8b2f6aecf1c07e41c551be,improve the efficiency of public transportation systems.,"I'm over it, NGL.I don't know, sorry.",1,dont know
,5d77bc0a4503c30001c724b8,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Pay a low amount for returning things like bottl,1,strip
8300.0,613e68c510d0e0ca93ed61c4,reduce traffic congestion in mega cities.,culture,0,
6532.0,6022b7a6e8183d04bb67b6e6,reduce the carbon footprint of office buildings.,use smart appliances (IoT),0,
3298.0,612512862963825fa66941bf,improve the efficiency of public transportation systems.,real time traffic tracking,0,
433.0,6310d50b4149e6ee29fbcf5c,assist people with learning impairments retain information.,Personalized teaching,0,
7894.0,58d3bc1642648b0001f21ca4,reduce traffic congestion in mega cities.,encouraging working from home,0,
4389.0,5ffc62ed67408f069d1cc409,increase the use of renewable energy sources.,GReen energy,0,
5043.0,60e02831b774a9b58c6c3a9a,reduce air pollution in cities.,make the city more walkable - increase paths/sidewalks,0,
,63d3f9320ebe4d999df00267,help people with speech impairments communicate effectively.,Beats me.,1,dont know
4663.0,63d445f526ffaf8ec7fdf0ba,increase the use of renewable energy sources.,balcony,0,
4423.0,606d4e6a90238128de804d67,increase the use of renewable energy sources.,international collaborations to grow the business even bigger,0,
255.0,6140f49855d0bb381d41eddf,reduce the risk of accidents caused by distracted driving.,Trajectory sensors,1,
2233.0,60f1bbd624d5451a443130da,help people with speech impairments communicate effectively.,Interactive classes,0,
5111.0,60fff1bb5655b461b15f8a8c,reduce air pollution in cities.,turn off engine,0,
,6294ec859aaabbbeb246e7f3,reduce the carbon footprint of office buildings.,mtwinkledntevil hemtwinkleddromogrtwinkledph cheering burliest moufflon twinkledlptwinkledx btwinkledltwinkledwtwinkled stwinkledtisptwinkledssion cotyledontwinkledry twinkled certtwinkledin time,1,random multi word
,61648e4f0d2212047ab36b27,help people with speech impairments communicate effectively.,bseggyssette icosseggyhedrons beseggyuteously seggy routine thseggyt will trseggyin them to communicseggyte beseggyuteously others,1,random multi word
1892.0,6334b1927a1987911eacad0f,help people with mobility impairments navigate stairs.,chair escalator,0,
2297.0,614368f935e65dafb1dbd6c1,help people with speech impairments communicate effectively.,A box with preset speech lines you can play when you need them,0,
,616891e25a026e1f7262116c,reduce air pollution in cities.,culinary uses,1,didnt understand different dataset
5616.0,611db1495f7cc75f56e56f5b,reduce the amount of litter in public spaces and promote waste reduction and recycling.,dustbins must be placed in areas where there are crowds,0,
8205.0,60fd48bbbaaba05d014d390a,reduce traffic congestion in mega cities.,reducing office hours to instead being online in homes,0,
6000.0,600c3f7abeaa410d36681bb6,reduce the amount of single-use plastic packaging used in retail products.,reusable plastic,0,
1657.0,60656a924c99543d12555b86,help people with mobility impairments navigate stairs.,designing easily operated escalletors,0,
,60de3d32aeb7f2a8b4bba07d,reduce the environmental impact of air travel.,cleaning ,1,strip
,5f2efc0a6408cf2c568a6fa8,reduce the environmental impact of air travel.,make a tree,1,didnt understand different dataset
7622.0,608bbdf084f82ffc3da1381d,reduce the risk of accidents caused by distracted driving.,interconnectivity between cars,0,
341.0,613a97be5f0bbb5760e71a2b,assist people with learning impairments retain information.,making the information more didactic,0,
5207.0,616012bc7d5c768aa982b08d,reduce air pollution in cities.,plant more trees,0,
,610047b6625158629496c7cd,reduce the environmental impact of air travel.,redistribute engines and wei,1,strip
1228.0,60d2ec71a84f9319ab47d545,help people with hearing impairments participate in group conversations.,using hearing aid,0,
1282.0,613a35dfbfc04ba2eeaf52f7,help people with hearing impairments participate in group conversations.,you need an earpl,0,
,6160f5524121cc64e5734edc,improve the efficiency of public transportation systems.,builg roaos wpth mohe lawes tG Keduce traffic congestion,1,mispell
2342.0,62c50bf9b7587ff5073cd7fb,help people with speech impairments communicate effectively.,Auto correct,0,
,610e8e5f2e2fda31ca2868cb,reduce the risk of accidents caused by distracted driving.,Brake collis,1,strip
8180.0,60f49505c949c2feff3db2d7,reduce traffic congestion in mega cities.,drone for monitoring,0,
,5c7ceb3a419b560001020f61,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Wastebasket,1,didnt understand different dataset
7202.0,61179892ed24c4754521c75a,reduce the environmental impact of air travel.,ecological fuels,0,
1444.0,5d01389da53a660019db6a6c,help people with mobility impairments navigate stairs.,Shoes/leg device that aids users up stairs that are high risk of falling#,0,
,63d53c6bc368b9fa8d33f4cf,reduce the amount of litter in public spaces and promote waste reduction and recycling.,litterbots to detect and recycle lit,1,strip
5136.0,610e8e5f2e2fda31ca2868cb,reduce air pollution in cities.,Car sharing,0,
,5f10dbe567c6dd412e0738cf,reduce air pollution in cities.,house,1,didnt understand different dataset
,5f5729f8eb21501a1a407330,reduce the environmental impact of air travel.,Carry wood,1,didnt understand different dataset
,603d4dbda4df1dbbe8cc13ee,reduce air pollution in cities.,Filters in e,1,strip
6520.0,601c73af332e2d7ce9b9fe77,reduce the carbon footprint of office buildings.,natural ventilation,0,
3381.0,6160f5524121cc64e5734edc,improve the efficiency of public transportation systems.,use of bicycles for short travels,0,
4624.0,61699d2c44832e100023cb80,increase the use of renewable energy sources.,reward  those with high use of renewable energy source,0,
2239.0,60f40807806ac8d2612f6a99,help people with speech impairments communicate effectively.,Neck massages,0,
,632aa954e9b6a34171a5e7ed,help people with mobility impairments navigate stairs.,"idk, man",1,dont know
,5f0f433757b4760d3f185e97,improve the efficiency of public transportation systems.,I'm tired of this task.,1,dont know
118.0,6081276cab2c41e58d3635f1,improve the efficiency of public transportation systems.,s,1,
3340.0,6141d61c189d7b0ffbc6477a,improve the efficiency of public transportation systems.,integration with daily private car traffic,0,
,60e02831b774a9b58c6c3a9a,reduce the risk of accidents caused by distracted driving.,lower the ,1,strip
8141.0,60cef9c83282a01ae76ff4c2,reduce traffic congestion in mega cities.,"Temporarily or permanently close certain streets to vehicular traffic, prioritizing pedestrians and creating vibrant public spaces.",0,
5998.0,600c3f7abeaa410d36681bb6,reduce the amount of single-use plastic packaging used in retail products.,Glass containers,0,
1136.0,5f96a59a6f07fc0104cc14c7,help people with hearing impairments participate in group conversations.,tone and proper modulation of pronunciation by group members,0,
5949.0,5f503987fc18901a2c94c407,reduce the amount of single-use plastic packaging used in retail products.,Bringing your own,0,
,60cef9c83282a01ae76ff4c2,help people with speech impairments communicate effectively.,mercantilistic mesocoelic wilfred typhloempyema natchbone shune impairments express themselves better,1,random multi word
,609568823ff056b77e565445,help people with mobility impairments navigate stairs.,regallop sowing,1,random multi word
5610.0,6110e27590848aeaee9fc49a,reduce the amount of litter in public spaces and promote waste reduction and recycling.,More recycling bins,0,
,5e83a45efb06b00e7bacdcd4,help people with mobility impairments navigate stairs.,turn on a stove or candle,1,didnt understand different dataset
1182.0,6022b7a6e8183d04bb67b6e6,help people with hearing impairments participate in group conversations.,wear a device to help amplify sound,0,
1603.0,5fd2948a06a84e053fe86415,help people with mobility impairments navigate stairs.,special leg braces to help mobility by using power to help muscles,0,
2300.0,615172c4fbb4722c8f004de7,help people with speech impairments communicate effectively.,Keyboard to type on,0,
2228.0,60f1bbd624d5451a443130da,help people with speech impairments communicate effectively.,Drama classes,0,
1629.0,600b6eeca045ed2188390225,help people with mobility impairments navigate stairs.,use flat stairs,0,
,6140e59fbc06c760876b91bf,reduce the risk of accidents caused by distracted driving.,SounB ih traffiy Bights simimar oo pedestrians' traffiy Bights,1,mispell
6046.0,60990d6ddcf283738eca283a,reduce the amount of single-use plastic packaging used in retail products.,Pack more product per use,0,
2220.0,60e9ea97d19e613e60a994da,help people with speech impairments communicate effectively.,try again,0,
,6400c176195e0363ae8f6e1f,assist people with learning impairments retain information.,digital ,1,strip
5654.0,613b52e5794d3061c419dd58,reduce the amount of litter in public spaces and promote waste reduction and recycling.,rewards for recycling,0,
,60ddfb3db6a71ad9ba75e387,reduce the amount of litter in public spaces and promote waste reduction and recycling.,peel,1,didnt understand different dataset
8283.0,613a97be5f0bbb5760e71a2b,reduce traffic congestion in mega cities.,ads about the benefits of riding a bike,0,
,603fb04d42dd7c0a9398a42f,reduce air pollution in cities.,implementing and pro,1,strip
,58d3bc1642648b0001f21ca4,reduce air pollution in cities.,to eat,1,didnt understand different dataset
,62c61250e85c96fc1794c7db,reduce the risk of accidents caused by distracted driving.,circumdenudation mounts,1,random multi word
3025.0,5ec5a55832a7515e8324a8a8,improve the efficiency of public transportation systems.,Unify the payment system,0,
1079.0,5e8b2f6aecf1c07e41c551be,help people with hearing impairments participate in group conversations.,focus hearing device,0,
,615172c4fbb4722c8f004de7,help people with speech impairments communicate effectively.,Emotez,1,mispell
7136.0,6095271790f34f6d374ac3e3,reduce the environmental impact of air travel.,only vegan meals on board,0,
,55c0e82cfdf99b34a0d78b50,increase the use of renewable energy sources.,water cooled solar pane,1,strip
,60baef9aa0cb140b69d72f5a,reduce the carbon footprint of office buildings.,N pojer wNll tI stIre excesQ photIvoltNic eljctricity,1,mispell
,5f563d4bc1684c0241b17264,reduce the carbon footprint of office buildings.,"Not sure, lol.",1,dont know
1944.0,643ab8fb9a0a6c33ca173742,help people with mobility impairments navigate stairs.,Install an additional handrail on your staircase,0,
7287.0,615d7acbb9a02581184e33af,reduce the environmental impact of air travel.,encourage group travels,0,
1454.0,5d1aa9db716058001a060031,help people with mobility impairments navigate stairs.,have robots carry them up,0,
,61176ed28c8935138ab6a64b,reduce air pollution in cities.,reciprocitarian propriospinal forlornest dicranaceous biopyribole,1,random multi word
7566.0,60143223fd24823c7837f224,reduce the risk of accidents caused by distracted driving.,a shocking machine,0,
7242.0,613120bf8777649518e5e82b,reduce the environmental impact of air travel.,make rich people stop flying private jets everywhere,0,
3069.0,5f73358205674d00085276f0,improve the efficiency of public transportation systems.,Better restrooms,0,
,637cef64a7b9fcc38ac1425c,reduce the amount of litter in public spaces and promote waste reduction and recycling.,let,1,didnt understand different dataset
,5eaf3e142627076426921b1b,reduce the risk of accidents caused by distracted driving.,make it be a ,1,strip
6756.0,63bb51fc88e4ccb9c2d4f4d5,reduce the carbon footprint of office buildings.,water conservation,0,
,60ae466c237c5cf5e33e3df3,reduce the amount of litter in public spaces and promote waste reduction and recycling.,RecyWle Rewaqds Mrograms,1,mispell
344.0,613a97be5f0bbb5760e71a2b,assist people with learning impairments retain information.,interactive videos about the information,0,
8284.0,613a97be5f0bbb5760e71a2b,reduce traffic congestion in mega cities.,roads for bicycle only,0,
5724.0,632a385defc440ca225a32b4,reduce the amount of litter in public spaces and promote waste reduction and recycling.,"Implement smart waste bins equipped with sensors that detect when the bin is full, leading to timely emptying and reducing overflow. Additionally, integrate separate compartments for recyclables and general waste to encourage proper waste segregation.",0,
6830.0,646b17977926c1e1303ff0cf,reduce the carbon footprint of office buildings.,energy-efficient windows/ventilation system,0,
3479.0,644cdee223c4b93bf46c7301,improve the efficiency of public transportation systems.,little cab fare,0,
,5d18b15ca802940001527577,reduce air pollution in cities.,For shooting for balls,1,didnt understand different dataset
7473.0,5efae8ae4003e69471e548b3,reduce the risk of accidents caused by distracted driving.,make eye sensors so you must pay attention to the road,0,
,614f43a6c90a283cc07af4a2,reduce the amount of single-use plastic packaging used in retail products.,uNe of glass containers,1,mispell
,5f118266664be0542cec4c05,reduce air pollution in cities.,make air polluting travel more ,1,strip
8195.0,60f6dfd0eebee4d2c03a1468,reduce traffic congestion in mega cities.,multiple lanes,0,
,632aa954e9b6a34171a5e7ed,help people with mobility impairments navigate stairs.,"idk, man",1,dont know
495.0,643ab8fb9a0a6c33ca173742,assist people with learning impairments retain information.,teach them to over learn materials,0,
,649db080a1d4b4abed660dcf,reduce the amount of single-use plastic packaging used in retail products.,"rewPrd Yhe usE oL recyclablq Xaterials (aI ij discoknts, fzr example)",1,mispell
5389.0,5e4f1498f5442136deff0d6e,reduce the amount of litter in public spaces and promote waste reduction and recycling.,put up signs that encourage no littering,0,
,5fc44d83862e3e79b02e0438,reduce the risk of accidents caused by distracted driving.,cellars dehusk helluva infrastructure,1,random multi word
5182.0,614b323022fcd8b7408005a6,reduce air pollution in cities.,ban plastic production,0,
,613a4aa878b4b229f2f437a9,reduce traffic congestion in mega cities.,"idk, sorry mate",1,dont know
500.0,643ab9c7dbf92589bedc45f6,assist people with learning impairments retain information.,Gaming apps to assist,0,
,5edae63453d0d5000db3ca8e,improve the efficiency of public transportation systems.,"idk anymore, sorry mate",1,dont know
3007.0,5eb7bf1bb08c866e4d7b908c,improve the efficiency of public transportation systems.,More regular checks for a proactive response to issues,0,
,611db1495f7cc75f56e56f5b,increase the use of renewable energy sources.,nuclear energy ca,1,strip
,646b17977926c1e1303ff0cf,reduce the carbon footprint of office buildings.,energy-efficient w,1,strip
6253.0,62cd9b574168d35f624d1ed7,reduce the amount of single-use plastic packaging used in retail products.,use dissolvable packaging,0,
1457.0,5d66ecfce58a9100182cc96c,help people with mobility impairments navigate stairs.,robo legs,0,
,5ed7a7a467a98224295459ff,reduce traffic congestion in mega cities.,"hypopuberulentlangstromsemipuberulent centimo stormy hypercypuberulentnosis recangstromsclude, puberulent hispaniola puberulentggressive thrangstromsal angstroms trpuberulentins puberulentnd trpuberulentms",1,random multi word
6753.0,63bb51fc88e4ccb9c2d4f4d5,reduce the carbon footprint of office buildings.,remote work,0,
,5f3ec6221b5af3158bc86acd,help people with mobility impairments navigate stairs.,Something that can clip onto handles that makes it easier ,1,strip
4425.0,609149626cec7ae4d533b9b0,increase the use of renewable energy sources.,air wheels,0,
4247.0,5e39cf6d0331aa07667a58ae,increase the use of renewable energy sources.,utilising biogas,0,
79.0,632aa954e9b6a34171a5e7ed,help people with mobility impairments navigate stairs.,bonding,1,
,5e4adb14496ba70319c891a3,increase the use of renewable energy sources.,Impsove re-using wFpte fKom citUes (fKom ougFnic) - io. stFblmsh F conneCted mechFnism tv thJow FwFy ougFnic fMod sWch Fs it exists with wFter,1,mispell
,613a9da3c77e45388ba8a4c6,reduce the risk of accidents caused by distracted driving.,hand position tr,1,strip
2160.0,608bbdf084f82ffc3da1381d,help people with speech impairments communicate effectively.,text to speech wearable device,0,
,5a147b657542890001aa7a8d,reduce the amount of single-use plastic packaging used in retail products.,yatter paper packaging,1,random multi word
,615749fdd6986ebfdcdc1d65,increase the use of renewable energy sources.,aidant harmlessness shelffellow missionize neurohypophysis hypocephalus adventitia putrid SOURCES,1,random multi word
,5b3e6aa21581c70001e8a537,improve the efficiency of public transportation systems.,I'm done trying,1,dont know
4750.0,5b117f18c61ce0000126305a,reduce air pollution in cities.,Air Filters on Buildings,0,
,63d13f20cabfb7e37c130047,improve the efficiency of public transportation systems.,anterointerior roads,1,random multi word
5583.0,60f40807806ac8d2612f6a99,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Make recycled items into products that are sent to everyone,0,
7635.0,60b660e5a08b0a3b2d0abbb7,reduce the risk of accidents caused by distracted driving.,"add more safety features in the car, in case of the accident",0,
,60ddfb3db6a71ad9ba75e387,reduce traffic congestion in mega cities.,shoyu bakelite nonopinionative,1,random multi word
,61143239ca74fd7541bd8399,reduce the carbon footprint of office buildings.,preplans appliance use,1,random multi word
,60281332c5cb69104a427866,help people with hearing impairments participate in group conversations.,A smart personal assistant which aids them when it comes to interacting w,1,strip
7996.0,5f2ed914a87abd287ed66ddf,reduce traffic congestion in mega cities.,stop depending on car-centric america,0,
1175.0,600313fd4a113e381296a3db,help people with hearing impairments participate in group conversations.,"Something that can translate/subtitle in a visual way the day to day conversations and interactions people have,",0,
5410.0,5e94d68d019f0836d66ed17e,reduce the amount of litter in public spaces and promote waste reduction and recycling.,trashcans near wifi spots,0,
8470.0,64ac5b7388a06e547b0112d9,reduce traffic congestion in mega cities.,more streets,0,
7928.0,5d77bc0a4503c30001c724b8,reduce traffic congestion in mega cities.,Have corporations offer housing to employees in their offices.,0,
,6152d419629f8da49913f106,reduce the environmental impact of air travel.,wornout better regulations to determine the size and height at which aeroplanes should meet,1,random multi word
,5f6774e25794e635f7e836ae,reduce the amount of single-use plastic packaging used in retail products.,peck,1,didnt understand different dataset
,6036b55a1bb857e12fb70219,reduce the environmental impact of air travel.,"idk anymore, sorry mate",1,dont know
,60f8ad596f73b24de783aab7,reduce the amount of single-use plastic packaging used in retail products.,deHign witW Wiodegradable mmterial,1,mispell
6896.0,5d66ecfce58a9100182cc96c,reduce the environmental impact of air travel.,get rid of private jets which just fly a couple people - they should take commercial flights,0,
7175.0,60e9ea97d19e613e60a994da,reduce the environmental impact of air travel.,stop plants that produce electricity,0,
,60f1bbd624d5451a443130da,reduce traffic congestion in mega cities.,intellectation pyrena mesothoraxes satisfice vorspiel pantacosm bicycles,1,random multi word
,60ae466c237c5cf5e33e3df3,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Community Clean-Up Events,1,mispell
8159.0,60ddfb3db6a71ad9ba75e387,reduce traffic congestion in mega cities.,smart parking systems,0,
,603985a82eb19546d480c77f,reduce the environmental impact of air travel.,Research,1,strip
6693.0,6152d419629f8da49913f106,reduce the carbon footprint of office buildings.,Have more eco friendly equipment used in the building,0,
6500.0,60042198baf15d197d02f946,reduce the carbon footprint of office buildings.,shuttle buses to encourage car pooling,0,
,60baef9aa0cb140b69d72f5a,reduce the carbon footprint of office buildings.,I'm exhausted with this.,1,dont know
,61335f28716c72c669ae0301,reduce the environmental impact of air travel.,Reduce non -commercial a,1,strip
5652.0,613b52e5794d3061c419dd58,reduce the amount of litter in public spaces and promote waste reduction and recycling.,bottle refill stations,0,
5237.0,6175344a14bb4601fc9a16a9,reduce air pollution in cities.,industries should make sure that the gases released are safe by converting them prior to release,0,
,60c3ba02dfcf64dbe7ae0396,reduce the risk of accidents caused by distracted driving.,"DeIelop m ""DriUer Modk"" femture te limiC phEne",1,mispell
,5ece224a617a9b1b932bd89b,reduce traffic congestion in mega cities.,stormward dicrotic finals rhabdomonas swimming stormward nonman finals ebauche to adjust the timings,1,random multi word
7342.0,63cbd5095083beef0c8b1a7a,reduce the environmental impact of air travel.,manufacture electric planes,0,
1431.0,5c8cbaaea0813d0016f700fd,help people with mobility impairments navigate stairs.,automated/sensors for leg,0,
,6140e59fbc06c760876b91bf,reduce the carbon footprint of office buildings.,"I'm not sure, lol.",1,dont know
,61700d21c17be15e8cb21f44,help people with hearing impairments participate in group conversations.,"I'm done trying, TBH.",1,dont know
,615cb2ff7d521a9ffd4294a0,help people with hearing impairments participate in group conversations.,ngwindrodestrohepwindrodetitismelodrforemwindroderchmforemwindroderchtic foremwindroderch dictforemwindroderchtigwindrodestrohepwindrodetitis turtleize thforemwindrodercht rending teubilifwindrodectigwindrodestrohepwindrodetitisnizwindrodetigwindrodestrohepwindrodetitis overplenty untidy foremwindroderchnd trforemwindroderchnslforemwindroderchtes bilifwindrodectigwindrodestrohepwindrodetitis bewindrodetuti gwindrodestrohepwindrodetitis foremwindroderch unact,1,random multi word
7940.0,5e89fb7c1ffebe0116d1ea29,reduce traffic congestion in mega cities.,multilevel road,0,
6813.0,64558e59869f0c96062e35da,reduce the carbon footprint of office buildings.,stop using fuel if its the case,0,
1134.0,5f6b4ecce927cb01d6e33781,help people with hearing impairments participate in group conversations.,a group conversation in a silent room to avoid the noise,0,
,60e81f55f82821a07f11d29f,reduce the carbon footprint of office buildings.,Beats me.,1,dont know
,5efcd2d9a838400da7dfd659,help people with hearing impairments participate in group conversations.,"zibets brewery spleening harbi caffa whone, draughter the user cbreweryn rebreweryd whbreweryt the other perdraughtern sbreweryid",1,random multi word
,60ce3389908400b910995bd1,improve the efficiency of public transportation systems.,monitoRing of number of passengers,1,mispell
4212.0,5c9224a950067a00161b910c,increase the use of renewable energy sources.,subsidize investment in solar panels for homes,0,
3043.0,5f0f433757b4760d3f185e97,improve the efficiency of public transportation systems.,Electric/hybrid,0,
7964.0,5eb01c445b4ec1077a4dfbae,reduce traffic congestion in mega cities.,Develop better public transport that reduces the amount of cars on the road. Better train and bus systems.,0,
2344.0,62c50bf9b7587ff5073cd7fb,help people with speech impairments communicate effectively.,teaching apps,0,
4899.0,5f2d69e6bbc85f01298fbcb0,reduce air pollution in cities.,Use public transport,0,
,6346d9fda71cffd6c403c4a2,assist people with learning impairments retain information.,top cicatrizant richened Tools,1,random multi word
7763.0,615b7b729b57eb178dfc8427,reduce the risk of accidents caused by distracted driving.,voice activated interactions with phone,0,
8077.0,603e567b95a5a0e18572a409,reduce traffic congestion in mega cities.,bus lane just for public buses,0,
3166.0,601574b93eee9a631a2c0ef6,improve the efficiency of public transportation systems.,Better prepare the roads so that vehicles circulate with less traffic,0,
1149.0,5fc3ce366a0a553fcaf30cd9,help people with hearing impairments participate in group conversations.,gesture recognition tech,0,
,6479c3d45910626ab04e7dae,improve the efficiency of public transportation systems.,fvoid usv aiPplane Lor phort distanceX aud usv trains instead,1,mispell
,611e53d0d2e7525b1cd1fe7d,help people with mobility impairments navigate stairs.,dam,1,didnt understand different dataset
8060.0,60149ad4dc001b4d6d233fbc,reduce traffic congestion in mega cities.,Horses,0,
4193.0,5b117f18c61ce0000126305a,increase the use of renewable energy sources.,Eco Friendly Use of Hydro and Tidal Power,0,
,6294ec859aaabbbeb246e7f3,reduce air pollution in cities.,To eat,1,didnt understand different dataset
,60042198baf15d197d02f946,improve the efficiency of public transportation systems.,moru bussAs hRading gnto yhe citM centre,1,mispell
,5eaf3e142627076426921b1b,reduce the amount of litter in public spaces and promote waste reduction and recycling.,muke id G big offense,1,mispell
,611e3d422e558c52f90295fd,improve the efficiency of public transportation systems.,time schedu,1,strip
,5edf844ec97eaa241a0b287a,reduce the amount of single-use plastic packaging used in retail products.,Build properties,1,didnt understand different dataset
,61648e4f0d2212047ab36b27,help people with speech impairments communicate effectively.,phone,1,didnt understand different dataset
5439.0,5f11c9f84078cd0888177499,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Propagate posters that present the consequences of not doing that.,0,
,5e4f1498f5442136deff0d6e,reduce the amount of litter in public spaces and promote waste reduction and recycling.,create an automatic robot that detects trash and p,1,strip
,5e2a43116a126f0a33059175,improve the efficiency of public transportation systems.,Larger modes of transportation for more peo,1,strip
7510.0,5f87990fe9acf51d7dad3f9d,reduce the risk of accidents caused by distracted driving.,giving the right punishment when there is an accident,0,
6072.0,60d77edd5ede206b58b8b9c8,reduce the amount of single-use plastic packaging used in retail products.,selling fruit in reusable bags,0,
,5ffcc820426b8c19e80f397a,reduce traffic congestion in mega cities.,traf,1,strip
,5fa3210b4af86b5dd1b57153,reduce traffic congestion in mega cities.,sHart traffec managLment syltem,1,mispell
,5f2ed914a87abd287ed66ddf,reduce the risk of accidents caused by distracted driving.,"Can't say, sry.",1,dont know
4209.0,5c72ec2332ed490001df9191,increase the use of renewable energy sources.,transportation with solar panels on them,0,
,62abb1afcd1bb1a819c90a0c,help people with mobility impairments navigate stairs.,I have no idea.,1,dont know
,5ecee03e0e92803029b7ad82,increase the use of renewable energy sources.,sit,1,didnt understand different dataset
8007.0,5f6c828345ca23025dcefa6f,reduce traffic congestion in mega cities.,forced optimized path,0,
2071.0,5f0f433757b4760d3f185e97,help people with speech impairments communicate effectively.,Voice recorder,0,
1797.0,6159fff6ba061b71305d3223,help people with mobility impairments navigate stairs.,wheelchairs,0,
,5e39cf6d0331aa07667a58ae,increase the use of renewable energy sources.,for solar panels to be used in countries that get a lot of,1,strip
6221.0,61648e4f0d2212047ab36b27,reduce the amount of single-use plastic packaging used in retail products.,Package products with bio friendly material,0,
,60086b4462ad4f4833007012,reduce the risk of accidents caused by distracted driving.,camera s all around the car to warn the dri,1,strip
7053.0,5fd4c59b725c112620651fd3,reduce the environmental impact of air travel.,more logical,0,
,60f1bbd624d5451a443130da,reduce traffic congestion in mega cities.,Beats me.,1,dont know
2036.0,5e2ef20b9e151c4b3e710fed,help people with speech impairments communicate effectively.,artificial mouths,0,
,60ddfb3db6a71ad9ba75e387,reduce the amount of litter in public spaces and promote waste reduction and recycling.,spraddled back programs,1,random multi word
,606e2c6d64e3ba353fb68bd5,reduce the risk of accidents caused by distracted driving.,eyF trackiug aledts,1,mispell
1334.0,61700d21c17be15e8cb21f44,help people with hearing impairments participate in group conversations.,campaigns of awareness and inclusion of people with this disability,0,
,5ece224a617a9b1b932bd89b,reduce the amount of single-use plastic packaging used in retail products.,make the sustainably packaged ,1,strip
,616b44e7e3e9cd8e26040a3a,improve the efficiency of public transportation systems.,Fuel effic,1,strip
5472.0,5f8473a0bd72b20c607dbf13,reduce the amount of litter in public spaces and promote waste reduction and recycling.,better pay for people who work on trash collecting,0,
,610acf76d33d448b391eb588,reduce traffic congestion in mega cities.,forthfigured timable unguileful manipulatability pnonborrowingsives nicknameable nonborrowing niches to add more vertical density,1,random multi word
,6107a54bb85de1c65f98f2be,assist people with learning impairments retain information.,"Not sure, lol.",1,dont know
,647e5108e966c7cb5ec837cc,reduce the carbon footprint of office buildings.,I've had enough lol,1,dont know
,632ddf3ad0b675a49af3f30f,help people with mobility impairments navigate stairs.,"Not sure, lol.",1,dont know
,5e8d0662babca60cd2457e75,reduce the amount of litter in public spaces and promote waste reduction and recycling.,reduce taxes on those who a,1,strip
,60e5e98326d94f93738053c5,reduce air pollution in cities.,Rilters Tn factories,1,mispell
,5cf83d28310c7a0001a9cf2e,reduce the amount of single-use plastic packaging used in retail products.,objectify material,1,random multi word
