ID,prompt,response,label,lang
40,rope,pulling,0,english
30100,brick,holding a door open as a stopper,0,english
2126,box,seat,0,english
16,trumpet,play on it,0,english
277,nuclear box,Playing foot,0,english
30051,brick,To build stairs,0,english
252,wheelbarrow,wheelbarrow to move wood or mortar,0,english
355,stone,A construction me at all,0,english
30,stone,window,0,english
37,table,eating surface,0,english
2190,rope,swing,0,english
3,wardrobe,Storage of clothes,0,english
11,paprika,bring along,0,english
210,hair dryer,Electroshock,0,english
474845,can,vase,0,english
45,trumpet,Pale music,0,english
354,fork,poke things,0,english
30023,brick,Projectile,0,english
69,chair,Sit,0,english
53,violin,practice,0,english
44,flute,polishing,0,english
20037,rope,holding things,0,english
660,fork,brag,0,english
2163,box,Fort,0,english
2136,box,CAT BED,0,english
10,shovel,shovel is a tool for digging,0,english
102,tin cans,Collect scattered things,0,english
81970,can,Collector of everything,0,english
179,stone,Shed,0,english
2084,rope,tug a war,0,english
2165,box,fort,0,english
197,belt,Bag,0,english
2078,box,Cat home,0,english
177,belt,To dress better an outfit (example: on dress),0,english
75,wheelbarrow,Sort of stroller,0,english
253,knife,Scissors,0,english
10118,brick,fence,0,english
10128,brick,"make a house, building",0,english
30019,brick,as a paper weight,0,english
29,nuclear box,as a flower vase,0,english
630,stone,add,0,english
166,fork,table cover,0,english
45,brick,red,1,english
177,hair dryer,As in the thriller as a murder instrument,0,english
221,nuclear box,for balancing,0,english
67,coat hangers,carriers,0,english
165,fork,To poke food,0,english
154,wheelbarrow,Sleep in it,0,english
30097,brick,a car stopper,0,english
11,paprika,culminate,1,english
88,nuclear box,memory ball,0,english
20148,rope,Tie something,0,english
2085,box,art,0,english
30,hat,cover yourself from the sun,0,english
281,knife,Open the can box,0,english
21,tire,driving,0,english
152,tin cans,Cubes for children,0,english
135,lighter,dissolve,0,english
10101,knife,slicing,0,english
341233,can,Piggy bank,0,english
108,nuclear box,Pencil container,0,english
126,belt,Necklace,0,english
106,stone,crumble,0,english
107,belt,Tie up,0,english
63,hair dryer,Dis your front door,1,english
222,nuclear box,speak,0,english
55,rope,tying,0,english
165,hair dryer,To warm up the hands,0,english
20022,rope,to tie things with it,0,english
1461,stone,chimney,0,english
25,tire,for a bicycle to work,0,english
10189,brick,people use them to outline a garden or something like that for decoration,0,english
1199,stone,Building block,0,english
15,belt,Hut a suitcase,0,english
131,belt,Make a necklace,0,english
46,violin,give a concert,0,english
141,fork,to cook,0,english
9,lighter,set fire to something,0,english
40,chair,pile,1,english
77,wheelbarrow,Transport,0,english
486613,brick,for wall construction,0,english
10018,knife,"cut meat, vegetables, food products",0,english
14,book,light,1,english
14,bed,sleep,0,english
596,towel,drying hands,0,english
119,nuclear box,self -defense,0,english
30059,brick,walk ways to front door,0,english
6,shovel,dig out,0,english
2163,rope,leash,0,english
90,hair dryer,Dry paper,0,english
108,nuclear box,rattle,0,english
2068,box,playhouse,0,english
28,brick,Horn,0,english
1130,stone,You can use it to build a house,0,english
369107,brick,Windows knocking out,0,english
104,tin cans,Wastebasket,0,english
22,shovel,dig,0,english
2056,box,table,0,english
2130,rope,necklace,0,english
108,lighter,MELT,0,english
85,coat hangers,leaf,1,english
516,stone,fence,0,english
2179,rope,to attach one item to another,0,english
44,flute,taking lessons,0,english
136,glove,protect your hands,0,english
49,chair,upset,1,english
130440,brick,bullet,0,english
45,brick,hard,1,english
54,bottle,to store water,0,english
73435,brick,construction,0,english
32,basket,food container,0,english
1881,stone,village,0,english
82,belt,An animal leash,0,english
214,hair dryer,to warm,0,english
24,table,clear,1,english
1207,stone,tower,0,english
41,drum,Create music,0,english
37,bottle,drink,0,english
174,hair dryer,Warm with it in winter,0,english
2121,rope,lasso,0,english
12,table,to sit at the table,0,english
76,wheelbarrow,A stroller,0,english
14,lighter,light up a cigarette,0,english
30063,brick,you could use it as a weight  for like a slingshot thing,0,english
20107,box,Container,0,english
200,fork,ancest,1,english
1,trumpet,gnaw,0,english
10182,knife,use it as a protector from things,0,english
2085,rope,arts and crafts,0,english
276,belt,Close a box/box,0,english
130,knife,conduct electricity,0,english
11,flute,own,1,english
19,wardrobe,set up,0,english
10153,brick,building tool,0,english
145,tin cans,Quotation,1,english
258,knife,Arrow,0,english
13,tire,put on a car,0,english
4,belt,Whip,0,english
58,hair dryer,flare up,0,english
10138,knife,scrape something off,0,english
60000,brick,Break the dishes,0,english
111,belt,Collar,0,english
2155,rope,ties,0,english
181,nuclear box,Build tower,0,english
30054,brick,us as a weight for exercise,0,english
355472,can,protecting the edge,0,english
20097,box,a place to hold my books,0,english
114,stone,Builder,0,english
91,wheelbarrow,Use it as a shopping cart to do the shopping,0,english
80,bottle,put a m,1,english
138,hair dryer,tub into the tub,0,english
563,towel,Clean up water,0,english
131,basket,bring flowers,0,english
2085,box,holds things,0,english
263,wheelbarrow,Children's games,0,english
372153,can,as a flowerbed,0,english
2091,box,Use it as a table by taping it up,0,english
148,box,store clothing away,0,english
415,stone,muir,0,english
113804,can,"as a container,",0,english
10180,brick,brick as a heavy paperweight,0,english
268,hair dryer,To melt ice,0,english
30019,brick,rest something on top of the,0,english
60000,brick,Breaking the Glass,0,english
278,wheelbarrow,Flower bin,0,english
119,box,cardboard,1,english
79,nuclear box,In the fairground,0,english
10235,brick,step,0,english
7,book,become cultured,0,english
210,nuclear box,Maldose,1,english
9,bottle,with fresh water to relax,0,english
96,chair,precisely you sit,0,english
272,wheelbarrow,Garden,0,english
10170,brick,cover a hole,0,english
168,nuclear box,Sugar,1,english
260,stone,to build,0,english
75202,can,Do nothing.,1,english
1005,coat hangers,hang clothes,0,english
350884,can,A pot for a small flower,0,english
148,wheelbarrow,Carry garden things,0,english
266,hair dryer,dry wet clothes,0,english
60,nuclear box,shooting,0,english
26592,brick,Construction of any any building,0,english
409,stone,construction worker,0,english
266,nuclear box,means of communication,0,english
30078,brick,weight to hold something down,0,english
34,wardrobe,sell,0,english
20115,rope,tie someone's ankles to it,0,english
132,box,moving,0,english
209,hair dryer,Simulate wind for photos,0,english
2112,rope,a belt,0,english
39,box,moving goods,0,english
11,nuclear box,Marble holder,0,english
24,trumpet,drop,0,english
21,tin cans,Other sheet industry,0,english
215,belt,Around a suitcase to prevent it from opening,0,english
55,wardrobe,Keep the plate,0,english
10147,brick,door stop,0,english
10230,knife,flatten tires,0,english
10137,brick,doors,0,english
44,knife,meat,0,english
32,chair,lean,0,english
117,wheelbarrow,child games,0,english
10213,knife,kill flies,0,english
129,hair dryer,Suicide in the bathtub,0,english
170,knife,to open,0,english
1223,stone,stone,1,english
30119,brick,you can use the as a base for something.,0,english
15,wheelbarrow,Do people,0,english
167,tin cans,Trash basket,0,english
44,tire,tic,1,english
2072,box,Home,0,english
283,knife,Open bottles,0,english
11,drum,make a sound,0,english
10044,knife,command someone by threat,0,english
608,towel,to dry,0,english
1757VRAH165,rope,jump over it,0,english
116,hair dryer,warm up,0,english
32,nuclear box,column,1,english
147,nuclear box,To throw the head,0,english
84,book,use as a tool to learn new things,0,english
214,nuclear box,To make noise,0,english
1,wheelbarrow,Carry things,0,english
190,knife,Part of a costume,0,english
2107,box,Use it as a table,0,english
179,hair dryer,To dry the pants,0,english
10153,knife,weapon,0,english
1632,stone,floor,0,english
621,stone,chimney,0,english
37,wardrobe,tip over,0,english
2076,box,gift,0,english
30067,brick,floor,0,english
15,violin,make music,0,english
229,nuclear box,fetch water,0,english
18,bed,make,0,english
230,stone,house,0,english
296,nuclear box,Cup,0,english
153,wheelbarrow,race,0,english
1202,stone,bridge,0,english
140,tin cans,Make a specific shape,0,english
164,tin cans,Falza for roses,1,english
30030,brick,you can use it for a fire place,0,english
354,fork,stirring in food,0,english
35,hat,shelter alone,0,english
294,hair dryer,blow dry clothes dry,0,english
86,bottle,Drink,0,english
75,nuclear box,To commit suicide,0,english
271,hair dryer,for suicide,0,english
102584,can,for a flower pot,0,english
185,tin cans,Using it in the transplant process,0,english
11,shovel,smash,0,english
54,table,place to eat off of,0,english
313,stone,bows,1,english
35,violin,buy,0,english
20036,rope,latter,1,english
10,glove,avoid keeping something directly,0,english
215,nuclear box,drink,0,english
449508,can,as a drinking dish,0,english
2012,rope,belt,0,english
10215,knife,use to pry open something,0,english
110,wheelbarrow,Game to push someone (race),0,english
133,hair dryer,Create electric shocks,0,english
10158,brick,mailbox,0,english
122,belt,Attach,0,english
167,tin cans,Cultivation,0,english
269,nuclear box,Treasure cheek,0,english
239,hair dryer,warm up hands,0,english
117303,can,for ashtray,0,english
495,fork,To eat with,0,english
458992,can,to make a pot,0,english
9,knife,threaten someone,0,english
446,jar,Handle,1,english
20057,box,storing things,0,english
553107,brick,for building a house,0,english
119,hair dryer,The cable as a murder weapon,0,english
743,towel,dry,0,english
135,hair dryer,To warm a baby popo,0,english
168,box,store excess,0,english
10082,knife,peel potatoes,0,english
105217,brick,To build a fort,0,english
1010,barrel,wine,0,english
49,trumpet,throw away,0,english
285,nuclear box,coin collection,0,english
2124,box,a home or place to sleep,0,english
30025,brick,building a house,0,english
360862,can,mug,0,english
30034,brick,it can be used to have anything stand higher when needed.,0,english
108,book,read it,0,english
20055,rope,hold things together,0,english
35,violin,voices,1,english
770,towel,Beach towel,0,english
723,brick,cottage,0,english
10027,knife,cut a tire,0,english
185,hair dryer,Melt snow,0,english
2151,box,footrest,0,english
1012,barrel,container to preserve,0,english
205,wheelbarrow,To roll,0,english
30,book,browse,0,english
164,hair dryer,throw in the bathtub,0,english
175,hair dryer,nail polish,0,english
768,fork,specifications,1,english
20036,box,junk,0,english
412193,can,as an ashtray,0,english
290,nuclear box,As a template for holes/circles,0,english
10144,knife,rob somebody,0,english
12,paprika,steam,1,english
10239,knife,chopping,0,english
10082,brick,foundation of house,0,english
5,tongs,fix something,0,english
2061,box,hold clothes,0,english
196,belt,Attached,0,english
30,basket,magazine collector,0,english
30050,brick,could be placed around a bonfire to keep it from spreading,0,english
228,stone,Tile a street,0,english
281,wheelbarrow,Races,0,english
2087,box,furniture,0,english
155,tin cans,Obesity,1,english
162,tin cans,Bird house,0,english
61,nuclear box,plant pot,0,english
1828,stone,Build a wall with,0,english
1020,barrel,beer,0,english
523746,can,bin,0,english
9,tongs,Pull the nail out of the wall,0,english
250,knife,Cut with him,0,english
57,tire,ride a car,0,english
2048,rope,as a belt,0,english
86,tire,motorways,0,english
269,wheelbarrow,Teller,1,english
1680,stone,Huis van Bouwen,1,english
51,chair,Put things on it,0,english
4,tongs,put in the tool box,0,english
44,tongs,Bend wires,0,english
2096,rope,wristband,0,english
10120,brick,building steps,0,english
119,knife,chick up onions,0,english
22,trumpet,practice,0,english
111,wheelbarrow,Play with children,0,english
146,nuclear box,pen can,0,english
60000,brick,Throwing the side of someone to fight,0,english
251,stone,pile up,0,english
571625,can,for cutting,0,english
1331,stone,house,0,english
10047,knife,cut something,0,english
118,hat,for beauty,0,english
106,knife,write in the sand,0,english
210,wheelbarrow,Construction,0,english
48,hair dryer,Warmth of cold feet,0,english
45,axe,pack away,0,english
109,tin cans,sharp tool,0,english
1368,stone,build away,0,english
1025,barrel,contain liqueur,0,english
4,violin,import,0,english
155,tin cans,And the things in an organized form,0,english
107,hair dryer,letter complaint,0,english
168,hair dryer,Dry skin#,0,english
30,wardrobe,for dishes,0,english
120,stone,house,0,english
25,bottle,to drink juice,0,english
70,knife,letter complaint,0,english
773,towel,something with it,1,english
64,stone,Street tiling,0,english
24,table,tip over,0,english
150,hair dryer,for heating,0,english
8,shovel,to dig,0,english
241,nuclear box,Musical instrument,0,english
30093,brick,"you can use as a stopper""",0,english
2,saw,saw,0,english
599,brick,Make a fence,0,english
186,nuclear box,telephone,0,english
124,fork,You can eat with it,0,english
161,tin cans,Bottle to save flowers,0,english
116,basket,fruit bowl,0,english
2164,rope,necklace,0,english
95,belt,Rope,0,english
2185,box,package food,0,english
15,violin,Learn to play the violin,0,english
10194,knife,cut wood,0,english
22,pea,cook,0,english
10079,knife,rob a bank with it,0,english
82,brick,make walls,0,english
160,hair dryer,To move small opposites,0,english
55,wheelbarrow,Baby stroller,0,english
18,axe,columns,1,english
32,hair dryer,Dry dishes,0,english
30104,brick,to smash something,0,english
30,belt,fashion accessory,0,english
80,bottle,hold liquids,0,english
116,basket,linen door,1,english
46,knife,Knife throw,0,english
284,knife,As a sound disc,0,english
1241,stone,brick,0,english
204,nuclear box,as jewelry,0,english
92,hair dryer,Wind for photo shoot,0,english
2085,box,furniture,0,english
9,shovel,to lend,0,english
141,nuclear box,pranks,0,english
30033,brick,paper holder  keep them from flying away,0,english
181,stone,Wall,0,english
37,axe,need,1,english
30022,brick,Barrier,0,english
30046,brick,weight down papers,0,english
184,rope,pull stuff,0,english
155,nuclear box,pen holder,0,english
2181,box,play fort,0,english
62,tire,wheel on bike,0,english
82,bottle,fill with water /liquid,0,english
135,tin cans,Store water with it,0,english
361924,can,As a vessel.,0,english
35,axe,hide,0,english
679,brick,home,0,english
6,wardrobe,stow,0,english
244,belt,Make a style,0,english
1,nuclear box,cord,1,english
86,tire,point withdrawal,1,english
2040,rope,net,0,english
149,belt,Pants,0,english
543,stone,build a house,0,english
65151,brick,Make a head,0,english
126,bottle,liquid container,0,english
148,tin cans,It is placed in skin care products,0,english
1,trumpet,play in a music group,0,english
105,glove,take something hot,0,english
114,nuclear box,bucket,0,english
1159,stone,wall up,0,english
10091,brick,streets,0,english
253,nuclear box,Treasure chest,0,english
10097,knife,killings,0,english
2010,rope,bracelet,0,english
2154,rope,exercise equipment,0,english
1525TAMA168,rope,Circle,1,english
10150,knife,scrape off dirt from objects,0,english
39419,can,Waste reservoir,0,english
434,jar,Pen box,0,english
10115,knife,spread butter,0,english
30086,brick,A paper weight,0,english
20059,rope,to find something,0,english
86,tire,driver,0,english
39857,brick,make a wall with brick,0,english
109,nuclear box,To mix the color,0,english
30,wheelbarrow,incidentally can be used to transport earth or other materials,0,english
86148,brick,Make a fast grill,0,english
44,saw,split up,0,english
10,bottle,storing fruit juice,0,english
297,fork,pierce someone,0,english
154,tin cans,Waste basket,0,english
85,nuclear box,build,0,english
10194,knife,stab somebody,0,english
46,shovel,move dirt,0,english
10044,knife,chop down trees,0,english
609,stone,construction worker,0,english
688,fork,take someone along,0,english
165,nuclear box,As a eating bowl for animals,0,english
1152,stone,operate,0,english
9,lighter,Heat something metal,0,english
2049,box,Sled,0,english
30044,brick,step stool,0,english
453390,can,cup,0,english
1177,stone,bricklay,0,english
30104,brick,to prop a door open,0,english
172,stone,You can use brick to build a house,0,english
151,tin cans,Decorative,0,english
108,lighter,Turn on candles,0,english
2151,rope,dog toy,0,english
2501,hat,Sun of the sun,0,english
20044,rope,decoration,0,english
710,towel,body dry,0,english
416286,can,dogs.,1,english
373,stone,stack,0,english
23,wardrobe,Keep shoes in it,0,english
2061,rope,harness,0,english
11,hair dryer,Dry fingernails dry,0,english
174,wheelbarrow,Move children,0,english
2057,rope,pulling someone out of a hole,0,english
19,flute,music,0,english
22,box,cardboard and can be recycled,0,english
1051,barrel,conenisher,1,english
24,shovel,bury,0,english
3,book,Education and information,0,english
178,hair dryer,As a wind machine,0,english
10085,brick,road,0,english
42,pea,fry,0,english
111,wheelbarrow,Carry a friend,0,english
62,coat hangers,Appendicravatte,0,english
30037,brick,construction for a house,0,english
49,axe,chop wood,0,english
2154,rope,to climb,0,english
63252,brick,You can build,0,english
173,nuclear box,telephone listener,0,english
1657SISE175,rope,Rope jump,0,english
10082,brick,border for a garden,0,english
142,hair dryer,murder weapon,0,english
84,stone,Throw through the window,0,english
11,table,bring away,0,english
54,chair,stand on it,0,english
138,stone,one about building,0,english
1554,stone,build a well,0,english
118,basket,basket of the well,0,english
10142,brick,trim around flowers,0,english
32,trumpet,Create tones,0,english
236,nuclear box,rocket holder,0,english
633,brick,Support for the construction of a house,0,english
86,tin cans,Games forms,0,english
30020,brick,use as a weapon,0,english
10074,brick,make steps,0,english
345555,brick,"break the window with it,",0,english
120,tin cans,Street animal container,0,english
105,knife,Cut the food,0,english
20060,box,inn a race,0,english
79,tin cans,Chemicals holders,0,english
20080,rope,us it for tug of war,0,english
65,wheelbarrow,nobody,1,english
13,drum,Accompany music,0,english
20123,rope,arrest,0,english
2154,box,to live in,0,english
4,bed,sit on,0,english
49,nuclear box,You can shoot on it,0,english
187,hair dryer,handicraft,0,english
80,nuclear box,Goal when s1chieÃŸen,1,english
190,knife,tool,0,english
2811,hat,Head,0,english
43,bed,disassemble,0,english
30077,brick,throw it and see if you can break it,0,english
30017,brick,way down something with,0,english
55,nuclear box,for a cordon phone,0,english
125,hair dryer,Toy gun,0,english
112,tin cans,Save cheese,0,english
30082,brick,building supply,0,english
6,paprika,wash,1,english
35,shovel,removing earth,0,english
16,hair dryer,Make up dry,0,english
151,nuclear box,In the bathroom for make -up pins,0,english
20072,box,storage,0,english
174,nuclear box,vase,0,english
104,tin cans,Storing certain clothes,0,english
4,tongs,lift,0,english
267,nuclear box,Jewelry,0,english
110,nuclear box,as a tealight holder,0,english
30011,brick,Swatter,0,english
2019,box,Chair,0,english
195,hair dryer,Dry nail polish,0,english
185,nuclear box,Store screws,0,english
20018,box,mate,1,english
85,table,dra,1,english
120,hair dryer,Dry wet laundry,0,english
75,stone,Break something,0,english
2191,box,a stepping stool,0,english
200,wheelbarrow,Gardening,0,english
42,drum,give away,0,english
10,brick,build a wall,0,english
50,shovel,Beet dug up,0,english
522,fork,eeten,1,english
30,hat,protect yourself from the sun,0,english
2158,rope,shoelace,0,english
170,stone,Tile,0,english
96,nuclear box,collect water,0,english
691,fork,to beat,0,english
678,brick,Construction of any cation of buildings,0,english
22,tongs,repair,0,english
1306,stone,lay streets,0,english
208,nuclear box,For shooting for balls,0,english
11,table,use as a stable surface,0,english
109,stone,wall,0,english
22,axe,fell,0,english
30044,brick,for lifting weights,0,english
14,lighter,light up a candle,0,english
76,wheelbarrow,A way to store your races,0,english
355,stone,build a house,0,english
31,stone,Lay down,0,english
32,lighter,light a fire,0,english
162,fork,spaghetti,0,english
30050,brick,breaking a window,0,english
87,nuclear box,booth,0,english
60000,brick,Throw u fight,0,english
106,nuclear box,As a destination for bow and arrow,0,english
297,knife,Sound,1,english
550208,brick,As a crime tool.,0,english
213,hair dryer,Guard dry,0,english
20,basket,Chicken egg holder,0,english
370747,can,on the ashtray,0,english
221,wheelbarrow,for a race,0,english
54,tin cans,luggage,0,english
73,chair,make a person sit,0,english
33,bed,carry,0,english
10128,brick,"make a driveway, walkway",0,english
189,knife,For gate work,0,english
30024,brick,fire stone,0,english
1150,stone,build buildings,0,english
373,fork,pierce someone,0,english
47,nuclear box,target shooting,0,english
31,drum,In a drum group,0,english
115,basket,Below Basket,1,english
10016,brick,put around a flower garden,0,english
137,wheelbarrow,Move / move heavy objects in the garden,0,english
2085,rope,exercise with it,0,english
1187,stone,church,0,english
10056,brick,castle,0,english
359,jar,Save money,0,english
6,nuclear box,Souvenir,0,english
10142,brick,foundations,0,english
20086,box,hold items,0,english
1216,stone,stack,0,english
208,nuclear box,As a cigarette cup cup,0,english
114,glove,Cover for the cold,0,english
411,stone,pave,0,english
200,wheelbarrow,Children's transport,0,english
30042,brick,holder,0,english
78,nuclear box,Keep Krams,0,english
4,table,take a seat,0,english
656,brick,Create great constructions,0,english
122,hair dryer,Dry pants,0,english
2025,rope,tug of war,0,english
86,knife,seduction,0,english
11,tongs,to store,0,english
30059,brick,bust glass,0,english
68,nuclear box,Musical instrument,0,english
134502,can,As an ashtray,0,english
40,drum,play on it,0,english
42,belt,Skip,1,english
26,flute,play,0,english
39,wheelbarrow,Walk away,0,english
128,basket,sit!,0,english
88,tin cans,Games box,0,english
32,hair dryer,heat up,0,english
576396,brick,Throw,0,english
89,tire,to roll,0,english
10103,knife,to kill,0,english
22,table,turn off,1,english
100,tin cans,recycling,0,english
118,tin cans,decor,0,english
3030,hat,Protect the head,0,english
20115,rope,use it as a weapon,0,english
60000,brick,Hitting someone's heads time,0,english
25,bottle,to drink water,0,english
167,belt,Use it as a whip,0,english
1193,stone,You can build everything with it,0,english
29,trumpet,Blow through air,0,english
98,stone,Sidewalk,0,english
238,wheelbarrow,Toy,0,english
